Avg. Area Income,Avg. Area House Age,Avg. Area Number of Rooms,Avg. Area Number of Bedrooms,Area Population,Price,Address
68562,6,7,3.22,35476,1336377.825,"11493 Miles Port Apt. 517
Bradleymouth, IA 22614-9226"
63786,7,6,4.5,67354,1747244.863,"USNV Roach
FPO AA 76691"
71321,4,7,4.17,47872,1398353.591,"35038 Mary Court Suite 134
Port Heidi, MD 85316-8496"
93129,6,8,4.17,42101,2020158.363,"Unit 7507 Box 5089
DPO AP 22014"
71834,6,5,3.04,31326,877779.3441,"82010 Michael Manor
Hunterborough, OK 66490"
51815,6,9,3.01,43605,1255202.11,"850 Costa Trafficway Apt. 350
Turnermouth, OR 44156-7826"
69246,6,6,2.1,37598,1173413.55,"229 Wright Meadows Suite 586
Jamesville, CT 35091-0067"
63765,7,8,5.34,34303,1326680.244,"346 Brian Island Suite 100
Martinview, LA 68388-7139"
81844,5,7,6.19,51937,1585521.989,"84036 Quinn Islands
North Debraland, MS 31006"
62798,6,6,3.05,34652,1106336.838,"Unit 3403 Box 1145
DPO AA 37345"
56281,5,8,6.27,29142,962501.9015,"8263 Shaw Ridges Suite 890
South Evanland, AZ 95568-4663"
67060,7,8,5.22,51237,1408074.53,"810 Stacey Causeway
Jeremytown, NV 90167"
58385,8,6,2.3,41930,1266209.753,"1669 Evans River Suite 294
Millerport, ID 81544-1368"
70259,7,8,6.05,54051,1741052.96,"4985 Tony Pass
Port Zacharyland, NJ 64442-8584"
87929,6,6,3.06,44486,1636559.241,"98883 Troy Glens Apt. 152
North Glenda, LA 96590-2034"
94734,8,7,5.41,46315,2318285.703,"4393 James Springs Apt. 818
Margaretview, ND 18572"
73505,5,9,5.5,47118,1409892.09,"506 Solomon Gateway
Michelleville, OH 48329-3260"
78643,7,6,3.36,13889,1166198.116,"USS Barnes
FPO AA 33522-4639"
78319,6,6,2.05,41569,1393995.962,"487 Pierce Islands
Port Shannonfurt, MO 93719"
63640,6,8,5.22,41449,1462608.696,"1545 Larry Haven
Lisaburgh, WI 82443-7047"
81728,6,8,6.1,51629,1922281.305,"94005 Nicholas Throughway Suite 032
Jackhaven, VA 24159"
89552,6,7,2.14,43965,1587406.303,"7561 Best Place
New Michaelton, CT 81304-0841"
49493,6,8,3.29,39909,967868.5146,"919 Walker Drive Suite 425
Haroldfort, NY 03461"
61461,5,8,4.23,49688,1426545.967,"1669 Gray Meadows Apt. 793
South Christinafort, MN 47180"
72693,6,9,3.06,33125,1725429.749,"6340 April Orchard
South Craig, SD 65854-3373"
79702,7,8,6.29,46270,1753820.622,"492 Hernandez Hollow
Vargaschester, AK 64306-1547"
54995,5,6,2.2,15444,321058.9607,"821 Potts Spring Apt. 878
New Janice, AL 55178-7547"
57328,7,8,3.32,28946,1089601.882,"0703 Harding Rest
East Jo, LA 45172-7688"
74586,4,6,3.3,48052,1137523.111,"6665 Victor Cliff
South Davidburgh, ND 97340"
77334,5,9,4.35,37906,1371670.389,"270 Bonilla Mountains Suite 148
Brennanfurt, OH 46989-4992"
77133,7,6,2.12,47451,1595620.557,"07646 Jenkins Glens
Philipville, UT 70049-6737"
96778,5,8,6.31,37481,1899948.059,"715 Armstrong Burgs Suite 894
East Christopherburgh, NJ 68031-3600"
52047,6,6,3.37,41716,674657.9107,"378 Reyes Courts
West Joseph, ME 85342-6948"
78351,7,8,6.18,23053,1555490.621,"193 Terri Bridge Suite 747
Lewisport, NE 78007-9185"
61602,5,7,3.16,45188,1194191.879,"88076 Cooper Station Apt. 476
Whiteland, MP 67794"
84452,5,8,4.48,38221,1482107.37,"PSC 7487, Box 2783
APO AA 75396"
84713,6,7,4.01,11072,1154917.394,"9563 Martinez Road Apt. 461
Loweville, VI 15095-3171"
61493,6,6,3,37743,1050838.704,"8136 Stephanie Knoll
East Ashleymouth, MA 20672-6561"
37971,4,6,3.24,33268,31140.51762,"98398 Terrance Pines
South Joshua, MT 00544-8919"
73159,8,9,3.15,25175,1748864.715,"2341 Rachel Turnpike
Lake Julie, DC 21341-5283"
74622,7,6,3.42,30737,1287030.932,"566 Tracy Lodge
Alexastad, IA 27350"
58956,7,7,6.08,38530,1237246.145,"005 Kent Lane
West Elizabeth, NE 84405"
69254,6,9,3.44,22525,1259733.644,"355 Zavala Field
South Josephview, GA 19634"
47550,6,8,5.28,43526,1028914.315,"573 Christian Village
Andrewbury, IL 41004-2204"
73272,6,7,3.33,39446,1388218.529,"318 Hernandez Burgs Suite 441
North Brandi, NY 50592"
61479,4,6,4.26,36838,637189.9594,"48724 Ryan Estate
Berryfort, DC 89338-7003"
62317,8,7,3.35,47836,1717570.53,"6928 Christina Inlet
Sabrinaton, MD 21635-1363"
65464,5,7,4.09,26066,729688.5926,"8041 Donald Villages
West Harold, GA 09192"
87884,8,6,3.39,41013,2049146.63,"PSC 2506, Box 1317
APO AE 26084"
67819,7,7,3.47,37516,1340705.119,"6243 Harding Summit Suite 030
Fordmouth, GA 31912"
65660,7,5,2.43,40337,980983.211,"869 Acevedo Cliff Apt. 769
North Michael, NM 00441"
68828,6,7,2.37,45936,1518169.444,"081 Maria Gateway Suite 913
Davidville, TN 53584-5691"
71153,3,7,3.3,40951,1002840.229,"31678 Kevin Garden
Jamesside, LA 56516-6482"
80940,6,8,3.31,27772,1499920.594,"7084 Turner Crossing Suite 917
New Mary, AL 17062-1557"
66861,8,7,5.39,36036,1496577.459,"054 Corey Shore Apt. 224
Nataliemouth, MA 44975-6855"
64315,8,7,6.49,37218,1526915.349,"96225 Evan Springs Suite 707
New Traviston, SD 22484"
63867,6,9,4.02,14523,917610.8884,"615 Alexander Plains Suite 955
West Alisonberg, VA 45700-1303"
81220,6,7,2.49,32860,1572990.374,"638 Lee Stream Suite 784
Mcclainview, AS 53593"
60881,6,7,3.06,42878,959416.4367,"3052 Karen Rue
North Mark, MP 46431-8517"
66553,6,7,2.15,23632,960083.9969,"49944 Antonio Bridge
Spencerchester, VI 61152-1552"
72896,6,8,3.41,40427,1526025.659,"6403 William Alley Suite 863
New Laura, LA 86502-4020"
59160,6,7,3.17,23253,1006885.844,"PSC 6566, Box 9029
APO AP 49388"
66413,5,6,3.27,50997,1105105.053,"74810 Luis Freeway Apt. 770
Shannonbury, NE 37690-1587"
67026,6,6,2.41,27678,625880.7321,"3881 Brown Vista
Sharonburgh, DC 35897-2870"
77152,8,8,4.12,27118,1799827.22,"80069 Potter Stream
Lake Brandon, MD 94232-0817"
69799,6,6,4.14,38341,1152798.579,"Unit 9088 Box 5092
DPO AP 61699-0044"
55769,5,6,4.16,47990,846095.9673,"0041 Brett Heights Suite 519
Annefurt, ID 69704"
81699,6,7,3.43,19502,1387864.89,"762 James Lake
Philiphaven, FL 02184"
57368,6,9,4.34,47734,1414286.722,"9546 Harris Drive Apt. 086
Lake Daniellechester, VT 75670"
80489,5,5,2.41,36743,1273308.71,"67397 Thompson Plaza Apt. 728
Lawrencefurt, MS 06637"
68091,5,8,3.1,44557,1489648.018,"1836 Shaw Lane Apt. 733
Gracetown, PW 83118-5264"
82588,6,7,3.46,55932,1765988.264,"0870 Dylan Islands
Jameschester, DE 28165-2437"
57408,7,6,2.19,27118,934111.6355,"984 Ford Run
South Paulberg, IN 71636"
64332,4,8,5.37,30813,1095879.443,"183 Joshua Squares Apt. 379
New Cory, GU 09591"
66040,5,9,6.48,15613,876348.8176,"4725 Briana Hill Suite 003
West Ashley, CO 79945-8862"
62397,6,6,3.41,40740,854945.5067,"26518 Hunt Manor
Ellisfurt, MD 25316"
84811,6,7,2.21,28392,1349743.146,"25483 David Loop
Jeffreyport, ME 55376"
67051,4,7,3.18,39736,970825.5964,"2340 Anthony Hollow
Freemanside, MT 89267"
83907,6,7,3.28,46092,1796009.504,"8244 Shawn View
New Michellebury, ND 54800-0758"
62346,5,6,4.25,41983,934492.3424,"704 Christina Parkway
Rebeccatown, ME 17081"
60960,4,8,3.4,28172,584061.2474,"238 Garcia Station
East Kevinfort, KY 10500"
68354,5,7,5.41,27805,895845.5655,"5833 David Avenue
Joseland, PA 37286"
58662,7,7,4.46,17468,696040.1299,"2947 Debbie Landing
Williamfort, ND 81224-4007"
66131,6,7,2.48,40980,1204137.323,"2919 Cohen Locks Apt. 284
West Jeremystad, MP 90078"
67351,6,6,4.4,47176,1413729.757,"420 Cooper Centers Apt. 190
Oneillton, PA 12326-4566"
59933,5,6,3.2,28593,607873.7728,"43007 David Viaduct Apt. 280
Hinesland, GU 59831"
60840,5,7,2.47,36241,971099.4754,"653 Elizabeth Haven Suite 794
New Gina, NV 81990-3134"
94712,5,5,2.29,49412,1714055.837,"9627 Marvin Roads Suite 413
Annetteberg, GU 40249"
74469,7,8,3.02,46500,1956438.651,"712 Donna Place Suite 070
South Heatherton, WI 38056-6074"
78753,6,9,3.43,50350,2013015.746,"57421 Martin Union Apt. 932
Sheliabury, AK 80914-6049"
80233,5,7,5.3,26263,1390497.566,"085 Solomon Avenue Apt. 122
Owenschester, HI 58030"
84473,5,7,4.42,31608,1529452.062,"3637 Snyder Flats Apt. 168
Dawnbury, WA 31077-5026"
78050,4,6,3.5,42857,1143215.029,"26958 Doris Turnpike Apt. 520
Gordontown, MS 10798-7400"
93178,6,7,6.45,42809,1949577.954,"968 Thomas Dale
West Adrianstad, HI 03715-0829"
69949,5,6,4.32,37358,1057799.242,"30791 Johnson Passage
South Chelsea, GA 08403"
85903,6,7,2.07,25593,1585873.833,"043 Castillo Extension Suite 128
Robertton, NH 79785"
65284,6,7,4.08,37825,1168993.759,"781 Erickson Plains Apt. 195
Ryanfurt, CT 69748"
79192,7,6,4.01,35107,1431915.977,"63414 Barbara Lane Apt. 338
East Amandatown, CT 45499-4725"
72243,5,8,6.43,43988,1409439.076,"626 Phyllis Pine Apt. 081
Lake Samantha, SC 71938"
63126,7,8,3.29,51219,1496724.381,"82924 Cindy Islands Apt. 673
Amymouth, MD 33351-2292"
78581,6,7,4.31,50891,1566567.883,"2205 David Coves Suite 961
Medinashire, LA 81653-3099"
59482,5,8,4.31,31201,986113.2395,"385 Cameron Drives
West Tiffanyfort, FL 72018-5556"
66770,5,7,4.47,33238,885611.5783,"69794 Gutierrez Forge
Derekton, KS 52626-5730"
75369,6,7,3.24,32075,1102259.539,"PSC 9750, Box 8010
APO AE 32543"
60420,7,7,2.36,38273,1268125.838,"3518 Justin Locks Suite 561
Bridgetport, VT 61702-9277"
78555,8,6,4.34,34514,1580691.617,"00149 Raymond Knolls
New Jason, UT 75026"
82074,5,7,4.23,36337,1128644.462,"59227 Caitlin Village Apt. 363
Jameshaven, SD 84032"
64254,5,9,4.19,58051,1524689.063,"9055 Underwood Extensions Suite 383
Parksmouth, AS 32380"
53433,7,9,5.3,36805,1176420.559,"33116 Guzman Extensions
West Jacquelineland, MA 77004"
67883,7,8,5.41,34639,1456273.724,"528 Mary Stream
Hernandezfort, UT 06463-1898"
91833,6,8,4.45,31105,1777516.449,"6789 Jacqueline Mount Suite 847
North Susantown, IA 57584-3307"
70671,7,6,3.17,23592,1237902.82,"5319 Martin Gardens
Shaunburgh, MN 99631"
70315,6,6,4.33,49698,1385783.517,"29012 Jordan Islands
Wolftown, LA 74799"
48363,6,8,4.19,49354,1035125.857,"472 Hicks Park
South Michelle, VT 13422"
74022,7,6,4.2,30053,1358899.686,"Unit 7807 Box 8697
DPO AA 50317"
65183,5,8,6.11,48109,1311145.968,"8336 Williamson Mountain Apt. 487
Caseyshire, ID 82582-8714"
54049,4,8,5.2,42178,919926.9985,"855 Kimberly Flat
North Brenda, RI 86613-4043"
72284,5,6,4.09,40277,985866.0316,"440 Anthony Mission
South Sheilachester, NC 81707"
82476,5,6,3.39,30985,1196204.886,"5431 Jessica Expressway
Wrightshire, AL 12862"
79772,6,7,5.05,30612,1435981.22,"44050 Baker Light Suite 940
Mcdanielchester, NV 62238"
57236,4,8,3.28,24726,752800.1475,"085 Hall Hills
New Frederick, WA 81713-3087"
43952,5,7,4.41,25139,324981.993,"672 Samantha Stravenue Apt. 802
Emilyshire, TX 04694"
56721,7,8,3.46,22904,1127637.557,"41545 Peter Expressway Apt. 766
Carrstad, SD 26832-7957"
56655,5,5,3.31,25802,239319.9342,"3677 Gamble Road Apt. 473
Lake Laurie, MO 96320-4134"
40186,6,6,4.01,37767,529282.0844,"551 Bradley Lock Suite 096
Shanefort, MH 03266"
71227,7,8,4.21,20096,1455691.797,"10454 Gonzales Summit Apt. 065
Chambersstad, AL 93059-4957"
52445,8,7,4.38,39288,1371527.327,"95608 Nunez Cliffs
Millerland, PW 96516-2702"
56826,7,8,6.46,43475,1231452.189,"09035 Yolanda Lakes Apt. 617
Camachoside, NV 38241"
55622,4,7,2.3,63185,1102641.114,"704 Davis Valleys Suite 264
Collinstown, DE 61159"
66510,5,6,2.47,29294,758262.6121,"108 Wendy Heights Suite 575
South Dawntown, FL 32058"
62639,6,5,2.27,27813,476971.4559,"4540 Henderson Canyon Apt. 901
Turnerton, GA 09258-6031"
79453,6,7,4.49,44852,1706689.94,"548 Lawrence Wells Apt. 239
West Emma, AK 13256"
83137,5,6,2.46,30483,1079745.119,"Unit 1552 Box 3165
DPO AE 06786-3524"
69143,5,7,4.28,24405,766594.3397,"5762 Davis Islands
North Bradley, IA 86152"
68278,6,5,3.46,38100,905045.2177,"24421 Lang Terrace Suite 680
New Peggy, WI 56339-7796"
72251,7,7,4.3,34879,1425114.718,"821 Thomas Lock
West Pamela, ME 68927-5573"
71374,5,7,5.32,51510,1512542.441,"206 Hayden Pass Apt. 154
Mendozastad, SC 79371"
81503,7,7,3.15,46674,1650342.131,"474 Sanford Creek
Seanmouth, MA 72287-3448"
60569,8,8,3.23,16351,1112548.479,"99704 Carroll Squares
Lindatown, NH 36394"
72684,6,7,3.47,18539,942508.9622,"1512 Jamie Inlet Suite 784
Grimesside, ID 88370-3426"
73764,6,8,4.43,38551,1642844.649,"769 Alexander Ranch
Clarkberg, MS 67017"
75781,5,7,4.45,34945,1078713.227,"514 Hanson Garden Suite 188
Hamiltonstad, NC 25641-9151"
77883,6,7,6.01,27529,1333865.438,"4594 Megan Fall Suite 136
East Jaredfurt, MA 40874"
70608,4,7,3.36,24388,684049.9193,"4178 Mcneil Lights
North Dawnshire, PA 34945-8793"
67783,6,8,6.24,46608,1311067.446,"57864 Andrew Ranch Suite 556
North Alishafurt, AK 32981-0368"
57715,5,8,5.4,53101,1172133.487,"107 Reid Estate Suite 323
Johnstad, MI 66292-5193"
88614,3,8,5.17,42905,1419536.259,"611 Lauren Flat Suite 569
Lake Mary, IN 77960-4493"
73559,6,7,4.39,34375,1288426.694,"37058 Chris Route
South William, VT 39597"
81776,6,7,6.34,30071,1500939.827,"879 Jones Dale Apt. 502
West Kristin, UT 41479-6892"
42462,6,8,4.18,42192,1000087.121,"5860 Angela Landing
Port Phillip, RI 06555-6716"
72097,6,9,3.32,31584,1457767.533,"44822 Little Lake
Waynetown, PA 79649-4781"
43922,6,7,5.08,42251,747933.4869,"3112 Wells Parkway Apt. 414
South Emilychester, MD 63012"
64115,7,7,3.32,25273,1024738.285,"092 Melanie Vista Suite 316
Lake Kathystad, ND 52672-8629"
77574,5,8,3.09,39055,1517666.855,"6481 Cox Island
Angelastad, PW 67519-1207"
70037,6,6,2.33,25064,953840.6976,"537 Petersen Common Suite 992
East Marymouth, MP 64010"
71184,5,7,4.09,46955,1375497.973,"1442 Elizabeth Rue
North Jasmine, ID 74627-1634"
67316,7,9,4.15,37811,1645530.056,"30425 Steven Loop Apt. 820
Alexiston, VA 51592-3127"
72814,9,8,3.42,35015,1727006.951,"309 Ortiz Burg Suite 125
West Lisa, VI 49031-0820"
73023,6,8,5,40513,1597330.411,"981 Tabitha Point
Candiceland, IN 88442-5459"
67570,7,7,4.11,49055,1688279.308,"27060 Angela Pines
South Amber, IN 40642-8983"
69973,6,7,4.3,37815,1398310.2,"8056 Angie Plains Suite 840
Hallbury, AK 63242-2700"
73231,5,5,3.08,40788,1100093.909,"27298 Lauren Square
Jenniferchester, AZ 53597-7001"
80578,6,8,5.15,36463,1505560.54,"9947 Williams Mountains
West David, MT 44384"
64755,8,6,2.16,27143,1105990.694,"000 Todd Pines
Ashleyberg, KY 90207-1179"
55436,5,8,5.12,23503,789043.8512,"791 Kelly Street
Stanleyton, NV 10317"
65511,4,5,2.26,45112,756319.734,"PSC 2733, Box 2603
APO AE 48198-5637"
82856,7,8,5.37,36954,1856782.783,"82519 Natalie Divide Suite 931
North Alfredside, AR 41817"
89338,4,7,3.22,41265,1222020.821,"15919 Anthony Center Suite 276
Cunninghamville, IA 87691-3881"
45990,7,7,3.36,41554,1043968.399,"237 Stephanie Corner
West Thomas, FL 46330"
76801,6,7,5.44,48482,1673294.246,"69955 Kenneth Garden
Brandonstad, GU 24710-6505"
61607,7,6,2.06,40496,1325860.533,"Unit 9785 Box 0790
DPO AP 60371-0797"
65428,7,8,5.41,33141,1236044.316,"89223 Walter Roads
New Michelle, NE 63488-7495"
56698,6,6,2.13,37973,1030759.7,"981 Gray Way Suite 788
Juliefurt, SC 97233"
92152,6,7,2.21,37068,1609581.804,"53516 Michael Greens
South Scottbury, MP 82773"
78556,6,6,3.39,29759,1292287.095,"6513 Terrell Camp Suite 520
South Tiffanytown, TX 35726"
72204,5,8,5.25,28943,1057697.703,"565 Lee Glens Suite 921
Austinland, MI 07393"
51742,8,4,2.45,32731,768152.791,"107 Archer Inlet
South Megan, ME 03090"
71082,8,7,4.36,31328,1513427.551,"967 Susan Union Apt. 653
Costastad, IA 98079-8428"
71329,7,7,4.36,28053,1429497.617,"510 Williams Inlet Apt. 674
New Timothymouth, TN 72339"
67150,6,8,3.01,39918,1376969.929,"16913 John Fall
New Lisa, NM 04867-0517"
59777,5,6,2.43,37837,614700.7371,"73229 Andrew Trace
Alyssastad, WA 60269-5659"
62725,6,7,5.39,19751,780608.9935,"812 Salazar Ford
Tylerhaven, MI 62448-7958"
65533,6,7,4.37,25002,856548.9441,"PSC 4589, Box 3480
APO AA 84355-0532"
78294,6,7,2.23,47126,1656080.089,"3114 Garcia Centers
Bettyport, SD 06524-6877"
74371,7,7,4.27,33187,1249914.079,"784 Gray Gardens Suite 341
West Michael, WA 27160"
56664,7,6,2.13,28364,817460.4216,"7022 Smith Cliffs Apt. 317
Moseschester, MI 12476-3003"
60059,6,6,4.38,33582,990893.1601,"37513 Robert Courts
New Sarahfurt, PR 15188"
63757,6,8,4.1,27244,972079.5876,"5098 Pittman Spring Apt. 987
Heathershire, CO 24944"
81027,6,8,4.29,24407,1349989.647,"USCGC Johnson
FPO AA 50443-5069"
83683,6,7,3.48,38400,1303542.283,"715 Jones Glens
New Melanieborough, DC 66078"
56104,5,4,3.4,41331,593766.1848,"7291 Tammy Run
Farrellside, HI 31913-1175"
67454,5,8,4.1,49237,1243918.811,"206 Huang Junction Suite 611
West Samanthashire, NH 29756"
67631,8,6,2.32,24625,1395855.656,"3127 Melanie Neck Apt. 951
Davisbury, DE 43748"
52988,7,7,3.44,37791,1112314.303,"775 Leach Shore Apt. 133
West Donaldside, FL 03465-3770"
59550,7,6,2.34,14906,850010.1816,"2196 Lowe Glen
Mitchellfurt, ME 99955-5825"
58833,6,8,5.13,30200,931787.6179,"93907 Gross Mall Apt. 112
Randyport, ND 03786"
76717,5,6,4.45,34944,1011140.799,"39152 Henderson Lights Suite 980
New Michaelfort, MH 75123-0177"
73423,5,5,3.42,50998,1190442.123,"71055 Margaret Stravenue
Jesusshire, FM 69643-5179"
59128,6,6,2.23,45592,916140.2212,"2497 Williams Meadows
Lake Meganton, OK 76795"
65615,5,8,6.5,39354,1222045.091,"55752 Erica Springs
South Deborahberg, AK 58067-2651"
68851,7,7,2.34,22122,1232156.012,"4756 Christopher Lane
Lake Lauraborough, MT 35794-4306"
43532,6,7,2.14,37389,652752.9727,"12008 Lee Parkway Suite 046
Summerston, CT 95726-5540"
53764,7,8,5.15,32307,1219846.919,"34265 Coleman Flats
Rothfort, KY 38490"
68948,8,8,5.06,40079,2050988.497,"61907 Jeffrey Street Suite 887
Cummingsberg, IN 54323-4230"
70795,6,8,3.35,29887,1359052.846,"370 Huynh Turnpike
Troyfort, NH 25371"
72444,5,8,6.22,31191,1308773.078,"795 Mathis Valley
Lake Judyhaven, OK 97082-1217"
82782,6,8,4.14,39588,1573998.902,"064 Eric Isle
West Carlos, MS 38813-0363"
67429,5,8,6.36,40897,1182980.604,"PSC 1211, Box 3865
APO AA 83963"
65841,6,6,2.07,48253,1029861.623,"92901 Ray Green Apt. 953
Ricehaven, FL 10526-1650"
72258,5,7,4.32,33543,1085943.076,"894 Kelley Forks Apt. 702
Port Joanne, AR 01028"
74244,6,8,4.27,40328,1713351.394,"PSC 6960, Box 0333
APO AA 78454-0482"
71759,6,7,2.2,42115,1297619.348,"PSC 0599, Box 0119
APO AP 10621"
67511,7,7,3.36,23163,1096052.868,"3419 Smith Orchard Suite 230
Port Jacob, DC 58275-0126"
71301,7,8,4.03,44870,1920527.53,"1039 Douglas Creek
Lake Sarah, RI 65939-0004"
55784,8,6,2.34,29304,1035171.06,"424 Crystal Landing Suite 616
Port Garystad, KS 50589-4622"
66841,7,7,6.28,32706,1218011.061,"628 Peterson Locks Suite 809
Meyermouth, KY 45309"
58098,7,6,3.42,43299,1106705.011,"USS Noble
FPO AA 64897-0998"
66252,5,6,3.14,33656,664978.8738,"38431 Gomez Motorway
Patriciahaven, AS 32966"
73226,7,7,4.03,30464,1316129.309,"77306 Ann Plains
Toddchester, VT 06518-1374"
70139,6,7,4.37,33434,1398760.047,"PSC 2070, Box 5168
APO AA 16531-0242"
65042,6,6,4.17,14487,759799.8758,"949 Joshua Route Suite 675
Luiston, AR 44078"
68167,6,7,2.47,13978,776906.3269,"227 Willis Divide
Petersview, ID 30955"
61301,6,8,4.42,29409,971928.9869,"791 Emily Key
North Alexandria, GU 40441-0920"
65176,7,7,3.45,29829,1180091.498,"5837 Aguilar Parks
Tanyashire, FM 11641"
79038,6,7,2.24,30038,1201785.667,"04705 Pacheco Fields
West Stephanie, SC 35286"
75986,6,7,5.34,50003,1591234.773,"2680 Jennifer Extensions Apt. 775
North Mike, AK 44839"
35963,3,8,3.28,24436,143027.3645,"166 Terry Grove
South Michaelhaven, PR 18054"
65070,6,6,3.45,36778,1091143.399,"77298 Tracy Valley Apt. 122
Whiteville, WA 04277"
60712,6,7,3.29,47783,1249173.691,"318 Erica Dam Apt. 542
East Kimberlyborough, GA 75984"
77456,7,8,3.29,45582,2002028.632,"9073 White Hills Apt. 440
Port Ericfort, DC 95391"
61370,7,7,4.3,20601,824540.8964,"7756 Martin Row
East Kevinside, IL 31478-4239"
79863,7,6,3.05,35048,1511526.921,"622 Duncan Stream
West Timothyberg, AZ 17463-7935"
57981,6,8,6.31,25054,994257.5352,"0379 Hale Path Suite 053
South Hailey, NC 34885-9166"
63601,7,6,2.03,53539,1345296.554,"636 Bryan Light Suite 972
Port Daniel, MT 80278-9913"
62114,5,8,6.02,29401,1166399.672,"3978 Jacob Expressway Suite 998
Port Philipchester, ID 93126-7393"
82811,7,7,4.39,39780,1820981.219,"55494 Robin Orchard
East Nicholas, MP 49146-3130"
69381,6,6,4.16,25328,1023965.403,"5119 Hess Circles
Gouldview, FM 26660"
69632,5,6,2.22,34642,889385.9016,"USS Harris
FPO AP 57241-4816"
60378,4,7,4.06,29114,616738.2083,"688 Hernandez Place Apt. 978
Marisaland, NJ 30710-3277"
82103,7,7,6.19,49015,1784260.849,"112 Bradley Knoll
North Tylerburgh, IA 39925"
49856,7,7,5.38,51529,1050541.314,"Unit 6923 Box 8144
DPO AP 20812"
68387,7,7,2.11,37895,1389223.607,"USNS Beard
FPO AA 45652-4890"
78289,6,8,5.17,29197,1423908.258,"USS Levy
FPO AP 10092-3601"
60762,5,8,3.05,46303,1069238.5,"35040 Mark Via
West Stacey, FL 16909"
58913,5,8,3.21,45564,1007856.266,"058 Megan Circles Suite 646
Joyceland, CA 71806-0166"
65580,5,7,3,48220,924346.1648,"140 Whitney Alley
Mccartyside, AZ 49843"
77021,6,8,3.35,27855,1453312.468,"170 Erickson Keys Suite 106
North Cheryl, RI 98322-7567"
78277,4,5,4.27,21372,782656.0804,"5534 Lang Circle Apt. 477
Port Brianshire, MT 26767"
71336,5,8,3.22,25377,803689.1519,"711 Brown Streets
West Christinahaven, MA 80655"
77528,7,8,4.26,23977,1439875.64,"23394 Jacobson Rapid Apt. 025
Davischester, AR 89328"
68195,7,8,6.11,26922,1270869.783,"714 Snyder Ways Suite 823
Port Patriciaberg, PA 43026"
70834,4,7,5.47,53490,1347279.207,"48921 Jamie Radial
East Lorihaven, PA 07539-1028"
94670,7,8,4.41,39523,2186194.793,"401 Michael Drives Apt. 391
Port Lisa, TN 44690"
48524,7,7,2.13,41554,1082486.679,"368 Christine Mews Suite 162
Port Justinchester, NV 08842-1981"
83403,7,9,3.32,26320,1700109.608,"USNV Myers
FPO AA 04299"
75219,7,7,3.36,37864,1623100.84,"16051 Jared Centers Apt. 104
Port Greg, AL 02346-6849"
68146,5,6,3.22,39188,943309.4486,"0470 Marquez Forest Apt. 954
Gutierrezfort, ND 37099"
84914,5,7,2.17,46136,1409684.485,"53800 William Causeway Suite 602
Wallaceland, TX 92881-0851"
82337,7,6,3.06,37965,1326481.675,"1470 Angela Bridge
Taylorton, DE 05823-8649"
51962,6,7,3.07,17403,404643.6022,"613 Walls Motorway Apt. 209
Allenshire, SD 47296"
57169,6,6,4.36,47967,1176655.085,"14455 Jackson Point Apt. 513
Davisside, ND 07029-4712"
57925,3,7,2.33,43868,633875.9302,"1383 Cathy Common
North Tinaborough, RI 63027"
77906,5,8,6,29283,1390251.42,"PSC 8265, Box 9914
APO AP 20327"
62715,5,5,3.06,41999,861138.1836,"485 Whitney Shoals
New Nancy, NJ 50907-1426"
64901,4,7,3.41,47452,1151233.095,"1158 Beth Hills Suite 739
Kellybury, TN 88438-6320"
51157,6,7,2.39,25753,686644.6104,"23708 Klein Stream Suite 762
Saratown, AR 52517-8911"
63767,7,7,6.36,33036,1261681.961,"19279 Nelson Road Apt. 815
Kennedymouth, FL 66666"
61461,7,7,6.21,40815,1327811.343,"0562 Kenneth Road
Port Joshua, FM 86787-9400"
61908,7,6,3.25,43829,1339096.077,"7521 Gregory Meadows
East Johntown, CO 93230-5255"
72805,5,7,6.1,30875,987355.9609,"USNV Cantrell
FPO AP 40438"
66205,6,9,5.1,36185,1384478.305,"23596 Hamilton Avenue Suite 837
Matthewmouth, MS 95493-2590"
74548,6,5,3.23,40444,1168919.401,"USNV Stanley
FPO AP 27028-3977"
76454,6,6,4.22,51498,1522099.831,"493 Murphy Corner
Michelleport, NV 33967-4123"
79355,6,5,3.32,31569,1260374.966,"Unit 1144 Box 0152
DPO AE 59378"
70064,5,5,3.12,28122,857762.317,"Unit 3834 Box 7401
DPO AA 64737-4858"
74560,5,7,2.2,29892,1126450.426,"969 Phillips Club
New Diana, MT 40096"
82322,6,7,2.33,48616,1574084.927,"537 Gonzalez Plaza
Mccarthyland, ME 81042"
43527,6,6,2.5,39760,469262.8156,"5684 White Brooks
Port Josephtown, AR 95549"
71770,6,7,4.18,28173,1114169.037,"96301 Allison Falls Suite 515
New Courtney, GU 66573-9604"
89057,3,7,5.5,60658,1792368.627,"Unit 0303 Box 1245
DPO AP 90327"
66418,6,8,3.49,45320,1383842.185,"7082 Mosley Crest Apt. 431
East Walterfort, MI 80069"
44440,6,8,5.38,37935,691318.2401,"47971 Larry Ville Suite 410
Tylershire, NC 68512"
69343,6,9,5.3,30114,1245070.338,"173 Richard Well
Rachelbury, OK 77886-1242"
95998,7,7,3.43,47129,2220799.069,"86892 Webb Trafficway Suite 809
Angelachester, UT 84457-8708"
